slug,provider,actionButtons,planName,planType,historicalData,apiType,technology,chain,accessPrice,queryPrice,verifiedUptime,verifiedLatency,verifiedBlocksBehindAvg,uptimeSla,bandwidthSla,blocksBehindSla,supportSla,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address
alchemy-sepolia-free,!provider:alchemy-free-recent-state,"[""[Website](https://www.alchemy.com/ethereum)"",""[Docs](https://www.alchemy.com/docs/ethereum)""]",,Free,Pruned,RPC,EVM JSON-RPC,sepolia,$0,$0/1M request,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""eth"",""web3"",""net"",""debug"",""trace"",""nft"",""transfer"",""tokens"",""node""]","[""25 reqs/sec"",""30M CU/mo""]","[""TX simulation"",""DDoS Protection"",""IP Protection""]","[""Basic monitoring"",""Usage analytics""]","[""Global""]",,
alchemy-sepolia-pay-as-you-go,!provider:alchemy-pay-as-you-go-recent-state,"[""[Buy](https://www.alchemy.com/pricing)"",""[Docs](https://www.alchemy.com/docs/ethereum)""]",,Pay-as-you-go,Pruned,RPC,EVM JSON-RPC,sepolia,$5/$45/$215/$415/$815/$2K,$0.40/$0.45/1M CUs,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,FALSE,"[""eth"",""web3"",""net"",""debug"",""trace"",""nft"",""transfer"",""tokens"",""node""]","[""300 req/sec""]","[""TX simulation"",""DDoS Protection"",""IP Protection"",""SAML SSO""]","[""Usage analytics"",""Custom alerts"",""Reporting"",""Custom monitoring"",""Advanced analytics""]","[""Global""]",,
allthatnode-mainnet-enterprise-archive,!provider:allthatnode-enterprise-full-archive,"[""[Contact](https://www.allthatnode.com/pricing.dsrv)"",""[Docs](https://docs.allthatnode.com/docs/welcome-to-all-that-node)""]",,Enterprise,Archive,RPC,EVM JSON-RPC,mainnet,Custom,Custom pricing,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,FALSE,"[""eth"",""net"",""web3"",""debug"",""trace"",""websocket""]","[""custom limits"",""unlimited throughput limit""]","[""IP Whitelisting"",""JWT Authentication"",""Smart Contract Address Restrictions"",""Front-Running Protection"",""Comprehensive Analytics Dashboard""]","[""Advanced analytics"",""Custom dashboards"",""Engineering support""]","[""Global""]",,
allthatnode-mainnet-free-archive,!provider:allthatnode-free-full-archive,"[""[Website](https://www.allthatnode.com/protocol/ethereum.dsrv)"",""[Docs](https://docs.allthatnode.com/docs/welcome-to-all-that-node)""]",,Free,Archive,RPC,EVM JSON-RPC,mainnet,$0,$0/1M request,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,FALSE,"[""eth"",""web3"",""net""]","[""500K CU/day"",""150 Cups throughput limit""]","[""IP Whitelisting"",""JWT Authentication"",""Smart Contract Address Restrictions"",""Front-Running Protection"",""Comprehensive Analytics Dashboard""]","[""Basic monitoring"",""Usage analytics""]","[""Global""]",,
allthatnode-mainnet-pay-as-you-go-archive,!provider:allthatnode-pay-as-you-go-full-archive,"[""[Buy](https://www.allthatnode.com/pricing.dsrv)"",""[Docs](https://docs.allthatnode.com/docs/welcome-to-all-that-node)""]",,Pay-as-you-go,Archive,RPC,EVM JSON-RPC,mainnet,"$29/$139/mo, $289/$1389/yearly",$0.58/$0.56 per 1M CUs,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,FALSE,"[""eth"",""net"",""web3"",""debug"",""trace"",""websocket""]","[""2M/10M CU/day"",""500/2K CUps throughput limit""]","[""IP Whitelisting"",""JWT Authentication"",""Smart Contract Address Restrictions"",""Front-Running Protection"",""Comprehensive Analytics Dashboard""]","[""Usage analytics"",""Custom alerts"",""Reporting""]","[""Global""]",,
allthatnode-sepolia-enterprise-archive,!provider:allthatnode-enterprise-full-archive,"[""[Contact](https://www.allthatnode.com/pricing.dsrv)"",""[Docs](https://docs.allthatnode.com/docs/welcome-to-all-that-node)""]",,Enterprise,Archive,RPC,EVM JSON-RPC,sepolia,Custom,Custom pricing,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,FALSE,"[""eth"",""net"",""web3"",""debug"",""trace"",""websocket""]","[""custom limits"",""unlimited throughput limit""]","[""IP Whitelisting"",""JWT Authentication"",""Smart Contract Address Restrictions"",""Front-Running Protection"",""Comprehensive Analytics Dashboard""]","[""Advanced analytics"",""Custom dashboards"",""Engineering support""]","[""Global""]",,
allthatnode-sepolia-free-archive,!provider:allthatnode-free-full-archive,"[""[Website](https://www.allthatnode.com/protocol/ethereum.dsrv)"",""[Docs](https://docs.allthatnode.com/docs/welcome-to-all-that-node)""]",,Free,Archive,RPC,EVM JSON-RPC,sepolia,$0,$0/1M request,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,FALSE,"[""eth"",""web3"",""net""]","[""500K CU/day"",""150 Cups throughput limit""]","[""IP Whitelisting"",""JWT Authentication"",""Smart Contract Address Restrictions"",""Front-Running Protection"",""Comprehensive Analytics Dashboard""]","[""Basic monitoring"",""Usage analytics""]","[""Global""]",,
allthatnode-sepolia-pay-as-you-go-archive,!provider:allthatnode-pay-as-you-go-full-archive,"[""[Buy](https://www.allthatnode.com/pricing.dsrv)"",""[Docs](https://docs.allthatnode.com/docs/welcome-to-all-that-node)""]",,Pay-as-you-go,Archive,RPC,EVM JSON-RPC,sepolia,"$29/$139/mo, $289/$1389/yearly",$0.58/$0.56 per 1M CUs,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,FALSE,"[""eth"",""net"",""web3"",""debug"",""trace"",""websocket""]","[""2M/10M CU/day"",""500/2K CUps throughput limit""]","[""IP Whitelisting"",""JWT Authentication"",""Smart Contract Address Restrictions"",""Front-Running Protection"",""Comprehensive Analytics Dashboard""]","[""Usage analytics"",""Custom alerts"",""Reporting""]","[""Global""]",,
ankr-mainnet-enterprise-archive,!provider:ankr-enterprise-recent-state,"[""[Contact](https://meetings-eu1.hubspot.com/arsalan-evini?uuid=1b49e1e7-1f13-474b-8561-2ad7279d4b9d)"",""[Docs](https://www.ankr.com/docs/rpc-service/chains/chains-list/)""]",,Enterprise,Pruned,RPC,EVM JSON-RPC,mainnet,Custom,custom,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""Advanced ANKR API"",""[eth](https://www.ankr.com/docs/rpc-service/chains/chains-list/)"",""[debug](https://www.ankr.com/docs/rpc-service/chains/chains-list/)"",""[web3](https://www.ankr.com/docs/rpc-service/chains/chains-list/)""]","[""custom limits""]","[""DDoS Protection"",""IP Protection"",""Domain name protection"",""Custom rate limiting"",""Error tracing""]","[""Usage analytics"",""Custom monitoring"", ""Engineering team support""]","[""Global""]",,
ankr-mainnet-free-archive,!provider:ankr-free-recent-state,"[""[Website](https://www.ankr.com/rpc/home/)"",""[Docs](https://www.ankr.com/docs/rpc-service/chains/chains-list/)""]",,Free,Pruned,RPC,EVM JSON-RPC,mainnet,$0,$0,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""Advanced ANKR API"",""[eth](https://www.ankr.com/docs/rpc-service/chains/chains-list/)"",""[debug](https://www.ankr.com/docs/rpc-service/chains/chains-list/)"",""[web3](https://www.ankr.com/docs/rpc-service/chains/chains-list/)""]","[""free 200M API credits/mo"",""30 reqs/sec (node API)"",""30 reqs/min (advanced API)"",""1 project (personal API tokens)""]","[""DDoS Protection"",""IP Protection"",""Domain name protection"",""Custom rate limiting"",""Method Limiting"",""Error tracing"",""Contract addresses protection""]","[""Usage analytics"", ""Community support""]","[""Global""]",,
ankr-mainnet-pay-as-you-go-archive,!provider:ankr-pay-as-you-go-full-archive,"[""[Buy](https://www.ankr.com/rpc/home/)"",""[Docs](https://www.ankr.com/docs/rpc-service/chains/chains-list/#ethereum)""]",,Pay-as-you-go,Archive,RPC,EVM JSON-RPC,mainnet,up to $10(payg plan)/$500-$3K(deal plan),$20(evm compatible API)/$50(solana API)/$70(beacon chains API)/$10(other API)/$70(advanced API) per 1M reqs,NULL,NULL,NULL,Custom SLA,NULL,NULL,,FALSE,FALSE,"[""Advanced ANKR API"",""[eth](https://www.ankr.com/docs/rpc-service/chains/chains-list/)"",""[debug](https://www.ankr.com/docs/rpc-service/chains/chains-list/)"",""[web3](https://www.ankr.com/docs/rpc-service/chains/chains-list/)"", ""debug"", ""trace""]","[""1.5K reqs/sec (node API)"",""1K reqs/min (advanced API)"",""3 projects (personal API tokens)""]","[""DDoS Protection"", ""IP Protection"", ""Privacy preserving""]","[""Usage analytics"",""Custom monitoring"", ""Support portal""]","[""Global""]",,
blockpi-mainnet-enterprise-archive,!provider:blockpi-enterprise-full-archive,"[""[Contact](https://blockpi.io/pricing/)"",""[Docs](https://docs.blockpi.io/)""]",,Enterprise,Archive,RPC,EVM JSON-RPC,mainnet,Custom,Custom,NULL,NULL,NULL,99.2%,NULL,NULL,,FALSE,FALSE,"[""eth"",""net"",""web3"",""debug"",""trace""]","[""custom limits""]","[""DDoS Protection"", ""IP Protection"", ""Privacy preserving""]","[""Advanced analytics via Grafana/Prometheus"",""Custom alerting (Slack/Telegram)"",""Engineering team support""]","[""Global""]",,
blockpi-mainnet-free-archive,!provider:blockpi-free-full-archive,"[""[Website](https://blockpi.io/)"",""[Docs](https://docs.blockpi.io/)""]",,Free,Archive,RPC,EVM JSON-RPC,mainnet,$0,$0,NULL,NULL,NULL,99.20%,NULL,NULL,,FALSE,FALSE,"[""eth"",""net"",""web3"",""debug"",""trace""]","[""50M Rus/mo"",""20 req/sec rate limit""]","[""DDoS Protection"", ""IP Protection"", ""Privacy preserving""]","[""Real-time dashboard metrics""]","[""Global""]",,
blockpi-mainnet-pay-as-you-go-archive,!provider:blockpi-pay-as-you-go-full-archive,"[""[Buy](https://blockpi.io/pricing/)"",""[Docs](https://docs.blockpi.io/)""]",,Pay-as-you-go,Archive,RPC,EVM JSON-RPC,mainnet,$0.01/$49/$299,$0.20/1M CU,NULL,NULL,NULL,99.20%,NULL,NULL,,FALSE,FALSE,"[""eth"",""net"",""web3"",""debug"",""trace""]","[""actual RU usage+50M/mo/125M CUs/750M CUs"",""20/1K/2.5K req/sec rate limit""]","[""DDoS Protection"", ""IP Protection"", ""Privacy preserving""]","[""Real-time dashboard metrics""]","[""Global""]",,
chain-love-mainnet-free-indexer,!provider:chain-love-free-indexer,"[""[Buy](/graph)"",""[Docs](https://chain-love.gitbook.io/chain-love-docs/blockchains/ethereum)""]",,Free,Archive,Indexed Data,The Graph,mainnet,$0,$0,NULL,NULL,NULL,,,,,FALSE,FALSE,"[""GraphQL""]",,"[""DDoS Protection"",""IP Protection"",""Domain name protection"",""Custom rate limiting""]","[""Subgraph logs"",""Usage logs""]","[""Japan""]",,0x0fd8fd1dc8162148cb9413062fe6c6b144335dbf
chainbase-mainnet-enterprise,!provider:chainbase-enterprise-custom,"[""[Contact](https://platform.chainbase.com/contact)"",""[Docs](https://docs.chainbase.com/platform/features/api/chain-rpc)""]",,Custom,Archive,RPC,EVM JSON-RPC,mainnet,Custom,Custom,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""eth"",""web3"",""net""]",,"[""DDoS Protection"", ""IP Protection"", ""Data Consistency""]","[""Advanced analytics"", ""Custom monitoring""]","[""Global""]",,
chainbase-mainnet-free,!provider:chainbase-free-custom,"[""[Website](https://platform.chainbase.com/)"",""[Docs](https://docs.chainbase.com/platform/features/api/chain-rpc)""]",,Custom,Pruned,RPC,EVM JSON-RPC,mainnet,$0,$0,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""eth"",""web3"",""net""]","[""2 reqs/sec"",""3 projects""]","[""DDoS Protection"", ""IP Protection"", ""Data Consistency""]","[""Basic monitoring""]","[""Global""]",,
chainbase-mainnet-pay-as-you-go,!provider:chainbase-pay-as-you-go-custom,"[""[Buy](https://platform.chainbase.com/pricing)"",""[Docs](https://docs.chainbase.com/platform/features/api/chain-rpc)""]",,Custom,Pruned,RPC,EVM JSON-RPC,mainnet,$99,,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""eth"",""web3"",""net""]","[""10 reqs/sec"",""15 projects""]","[""DDoS Protection"", ""IP Protection"", ""Data Consistency""]","[""Usage analytics"", ""Custom monitoring"", ""Support portal""]","[""Global""]",,
chainnodes-hoodi-free-archive,!provider:chainnodes-free-full-archive,"[""[Website](https://www.chainnodes.org)"",""[Docs](https://www.chainnodes.org/docs)""]",,Free,Archive,RPC,EVM JSON-RPC,hoodi,$0,$0,NULL,NULL,NULL,99.90%,NULL,NULL,,FALSE,FALSE,"[""eth"",""web3"",""net"",""debug"",""trace""]","[""25 req/sec"",""12.5M req/mo""]","[""DDoS Protection"", ""IP Protection"", ""Data Consistency""]","[""Usage analytics"",""Basic monitoring""]","[""Global""]",,
chainnodes-hoodi-pay-as-you-go-archive,!provider:chainnodes-pay-as-you-go-full-archive,"[""[Buy](https://www.chainnodes.org/pricing)"",""[Docs](https://www.chainnodes.org/docs)""]",,Pay-as-you-go,Archive,RPC,EVM JSON-RPC,hoodi,"$50/$250/$1K/mo, $500/$2.5K/$10K/yearly",$50/13M requests/mo,NULL,NULL,NULL,99.90%,NULL,NULL,,FALSE,FALSE,"[""eth"",""web3"",""net"",""debug"",""trace""]","[""50/100/500 req/sec"",""25M125M/500M req/mo""]","[""DDoS Protection"", ""IP Protection"", ""Data Consistency""]","[""Usage analytics"", ""Custom monitoring"", ""Priority support""]","[""Global""]",,
chainnodes-mainnet-free-archive,!provider:chainnodes-free-full-archive,"[""[Website](https://www.chainnodes.org)"",""[Docs](https://www.chainnodes.org/docs)""]",,Free,Archive,RPC,EVM JSON-RPC,mainnet,$0,$0,NULL,NULL,NULL,99.90%,NULL,NULL,,FALSE,FALSE,"[""eth"",""web3"",""net"",""debug"",""trace""]","[""25 req/sec"",""12.5M req/mo""]","[""DDoS Protection"", ""IP Protection"", ""Data Consistency""]","[""Usage analytics"",""Basic monitoring""]","[""Global""]",,
chainnodes-mainnet-pay-as-you-go-archive,!provider:chainnodes-pay-as-you-go-full-archive,"[""[Buy](https://www.chainnodes.org/pricing)"",""[Docs](https://www.chainnodes.org/docs)""]",,Pay-as-you-go,Archive,RPC,EVM JSON-RPC,mainnet,"$50/$250/$1K/mo, $500/$2.5K/$10K/yearly",$50/13M requests/mo,NULL,NULL,NULL,99.90%,NULL,NULL,,FALSE,FALSE,"[""eth"",""web3"",""net"",""debug"",""trace""]","[""50/100/500 req/sec"",""25M125M/500M req/mo""]","[""DDoS Protection"", ""IP Protection"", ""Data Consistency""]","[""Usage analytics"", ""Custom monitoring"", ""Priority support""]","[""Global""]",,
chainnodes-sepolia-free-archive,!provider:chainnodes-free-full-archive,"[""[Website](https://www.chainnodes.org)"",""[Docs](https://www.chainnodes.org/docs)""]",,Free,Archive,RPC,EVM JSON-RPC,sepolia,$0,$0,NULL,NULL,NULL,99.90%,NULL,NULL,,FALSE,FALSE,"[""eth"",""web3"",""net"",""debug"",""trace""]","[""25 req/sec"",""12.5M req/mo""]","[""DDoS Protection"", ""IP Protection"", ""Data Consistency""]","[""Usage analytics"",""Basic monitoring""]","[""Global""]",,
chainnodes-sepolia-pay-as-you-go-archive,!provider:chainnodes-pay-as-you-go-full-archive,"[""[Buy](https://www.chainnodes.org/pricing)"",""[Docs](https://www.chainnodes.org/docs)""]",,Pay-as-you-go,Archive,RPC,EVM JSON-RPC,sepolia,"$50/$250/$1K/mo, $500/$2.5K/$10K/yearly",$50/13M requests/mo,NULL,NULL,NULL,99.90%,NULL,NULL,,FALSE,FALSE,"[""eth"",""web3"",""net"",""debug"",""trace""]","[""50/100/500 req/sec"",""25M125M/500M req/mo""]","[""DDoS Protection"", ""IP Protection"", ""Data Consistency""]","[""Usage analytics"", ""Custom monitoring"", ""Priority support""]","[""Global""]",,
chainstack-hoodi-enterprise-indexer,!provider:chainstack-enterprise-indexer,"[""[Contact](https://console.chainstack.com/user/account#signup?plan=enterprise)"",""[Docs](https://docs.chainstack.com/docs/nodes-clouds-regions-and-locations#ethereum)""]",,Enterprise,Archive,Indexed Data,The Graph,hoodi,$990,$5/1M request units for extra usage,NULL,NULL,NULL,,,,,FALSE,FALSE,"[""GraphQL""]","[""400M request units/mo, 20 request units/subgraph request"",""Up to 1K RPS""]","[""DDoS Protection"",""IP Protection"",""Dedicated Node"",""Dedicated Gateway""]","[""Subgraph logs"",""Usage analytics"",""Debug and Trace API""]","[""Global""]","[""Custom Subgraphs"",""GraphQL Queries"",""Standard Support"",""Platform Automation""]",null
chainstack-hoodi-free-indexer,!provider:chainstack-free-indexer,"[""[Website](https://chainstack.com/build-better-with-ethereum/?nab=0)"",""[Docs](https://docs.chainstack.com/docs/nodes-clouds-regions-and-locations#ethereum)""]",,Free,Archive,Indexed Data,The Graph,hoodi,$0,$20/1M request units for extra usage,NULL,NULL,NULL,,,,,FALSE,FALSE,"[""GraphQL""]","[""3M request units/mo, 20 request units/subgraph request"",""25 RPS"",""1 subgraph""]","[""DDoS Protection"",""IP Protection""]","[""Subgraph logs"",""Usage analytics""]","[""Global""]","[""Custom Subgraphs"",""GraphQL Queries"",""Standard Support""]",null
chainstack-hoodi-pay-as-you-go-indexer,!provider:chainstack-pay-as-you-go-indexer,"[""[Buy](https://chainstack.com/pricing/)"",""[Docs](https://docs.chainstack.com/docs/nodes-clouds-regions-and-locations#ethereum)""]",,Tiered,Archive,Indexed Data,The Graph,hoodi,$49/$199/$349 + $73 per subgraph,$15/$12.5/$10/1M request units for extra usage,NULL,NULL,NULL,,,,,FALSE,FALSE,"[""GraphQL""]","[""20M/80M/140M request units/mo, 20 request units/subgraph request"",""250/400/600 RPS"",""10/15/20 subgraphs""]","[""DDoS Protection"",""IP Protection"",""Dedicated Node""]","[""Subgraph logs"",""Usage analytics"",""Debug and Trace API""]","[""Global""]","[""Custom Subgraphs"",""GraphQL Queries"",""Standard Support""]",null
chainstack-mainnet-enterprise-archive,!provider:chainstack-enterprise-full-archive,"[""[Contact](https://console.chainstack.com/user/account#signup?plan=enterprise)"",""[Docs](https://docs.chainstack.com/docs/platform-introduction)""]",,Enterprise,Archive,RPC,EVM JSON-RPC,mainnet,"up to $990/mo (monthly plan), up to $825/mo (yearly plan)",$5/1M extra requests,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,TRUE,"[""eth"",""web3"",""net"",""debug"",""trace""]","[""400M requests""]","[""DDoS Protection"",""IP Protection"",""Dedicated infrastructure""]","[""Advanced analytics"",""Custom monitoring""]","[""Global""]",,
chainstack-mainnet-enterprise-indexer,!provider:chainstack-enterprise-indexer,"[""[Contact](https://console.chainstack.com/user/account#signup?plan=enterprise)"",""[Docs](https://docs.chainstack.com/docs/nodes-clouds-regions-and-locations#ethereum)""]",,Enterprise,Archive,Indexed Data,The Graph,mainnet,$990,$5/1M request units for extra usage,NULL,NULL,NULL,,,,,FALSE,FALSE,"[""GraphQL""]","[""400M request units/mo, 20 request units/subgraph request"",""Up to 1K RPS""]","[""DDoS Protection"",""IP Protection"",""Dedicated Node"",""Dedicated Gateway""]","[""Subgraph logs"",""Usage analytics"",""Debug and Trace API""]","[""Global""]","[""Custom Subgraphs"",""GraphQL Queries"",""Standard Support"",""Platform Automation""]",null
chainstack-mainnet-free,!provider:chainstack-free-recent-state,"[""[Website](https://chainstack.com)"",""[Docs](https://docs.chainstack.com/docs/platform-introduction)""]",,Free,Pruned,RPC,EVM JSON-RPC,mainnet,$0,$20/1M extra requests,NULL,NULL,NULL,99.90%,NULL,NULL,,FALSE,FALSE,"[""eth"",""web3"",""net""]","[""25 RPS"",""3M requests/mo""]","[""DDoS Protection"",""IP Protection""]","[""Usage analytics"",""Basic monitoring""]","[""Global""]",,
chainstack-mainnet-free-indexer,!provider:chainstack-free-indexer,"[""[Website](https://chainstack.com/build-better-with-ethereum/?nab=0)"",""[Docs](https://docs.chainstack.com/docs/nodes-clouds-regions-and-locations#ethereum)""]",,Free,Archive,Indexed Data,The Graph,mainnet,$0,$20/1M request units for extra usage,NULL,NULL,NULL,,,,,FALSE,FALSE,"[""GraphQL""]","[""3M request units/mo, 20 request units/subgraph request"",""25 RPS"",""1 subgraph""]","[""DDoS Protection"",""IP Protection""]","[""Subgraph logs"",""Usage analytics""]","[""Global""]","[""Custom Subgraphs"",""GraphQL Queries"",""Standard Support""]",null
chainstack-mainnet-pay-as-you-go-archive,!provider:chainstack-pay-as-you-go-full-archive,"[""[Buy](https://chainstack.com/pricing/)"",""[Docs](https://docs.chainstack.com/docs/platform-introduction)""]",,Pay-as-you-go,Archive,RPC,EVM JSON-RPC,mainnet,"$49/$199/$349/mo (monthly plan), $40/$166/$290/mo (yearly plan)",$15/$12.5/$10 per 1M extra requests,NULL,NULL,NULL,99.90%,NULL,NULL,,FALSE,FALSE,"[""eth"",""web3"",""net"",""debug"",""trace""]","[""250/400/600 RPS"",""20M/80M/140M requests"",""10,15,20 nodes""]","[""DDoS Protection"",""IP Protection"",""Dedicated infrastructure""]","[""Usage analytics"",""Custom monitoring"", ""Engineering team support""]","[""Global""]",,
