slug,provider,offer,actionButtons,planName,planType,historicalData,apiType,technology,chain,accessPrice,queryPrice,verifiedUptime,verifiedLatency,verifiedBlocksBehindAvg,uptimeSla,bandwidthSla,blocksBehindSla,supportSla,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address,tag
getblock-mainnet-pay-as-you-go-full-archive,,!offer:getblock-pay-as-you-go-full-archive,"[""[Buy](https://getblock.io/pricing/)"",""[Docs](https://docs.getblock.io/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
getblock-mainnet-pay-as-you-go-recent-state,,!offer:getblock-pay-as-you-go-recent-state,"[""[Buy](https://getblock.io/pricing/)"",""[Docs](https://docs.getblock.io/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
goldsky-mainnet-free-indexer,,!offer:goldsky-free-indexer,"[""[Website](https://goldsky.com/chains/stellar)"",""[Docs](https://docs.goldsky.com/chains/stellar)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
goldsky-mainnet-pay-as-you-go-indexer,,!offer:goldsky-pay-as-you-go-indexer,"[""[Buy](https://goldsky.com/pricing)"",""[Docs](https://docs.goldsky.com/chains/stellar)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
goldsky-testnet-free-indexer,,!offer:goldsky-free-indexer,"[""[Website](https://goldsky.com/chains/stellar)"",""[Docs](https://docs.goldsky.com/chains/stellar)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
goldsky-testnet-pay-as-you-go-indexer,,!offer:goldsky-pay-as-you-go-indexer,"[""[Buy](https://goldsky.com/pricing)"",""[Docs](https://docs.goldsky.com/chains/stellar)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
indexing-co-mainnet-free-indexer,,!offer:indexing-co-free-indexer,"[""[Docs](https://docs.indexing.co/networks/stellar)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
indexing-co-mainnet-pay-as-you-go-indexer,,!offer:indexing-co-pay-as-you-go-indexer,"[""[Docs](https://docs.indexing.co/networks/stellar)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
mercury-mainnet-enterprise-indexer,Mercury,,"[""[Buy](https://docs.mercurydata.app/genaral-info/pricing)""]","ZephyrVM, Rust Soroban SDK",Enterprise,Archive,Indexed Data,Soroban,mainnet,Custom,null,null,null,null,null,null,null,null,FALSE,FALSE,"[""GraphQL""]","[""Custom limits""]","[""DDoS Protection"",""IP Protection"",""Dedicated infrastructure""]","[""Usage analytics"",""Custom dashboards""]","[""Global""]","[""Custom Indexing"",""Real-time Data"",""Dashboards""]",null,
mercury-mainnet-free-indexer,Mercury,,"[""[Docs](https://docs.mercurydata.app/)""]","ZephyrVM, Rust Soroban SDK",Free,Archive,Indexed Data,Soroban,mainnet,$0(14 days trial period),$0,null,null,null,null,null,null,null,FALSE,FALSE,"[""GraphQL""]",,"[""DDoS Protection"",""IP Protection""]","[""Usage analytics"",""Custom dashboards""]","[""Global""]","[""Custom Indexing"",""Real-time Data"",""Dashboards""]",null,
mercury-mainnet-pay-as-you-go-indexer,Mercury,,"[""[Buy](https://docs.mercurydata.app/genaral-info/pricing)""]","ZephyrVM, Rust Soroban SDK",Pay-as-you-go,Archive,Indexed Data,Soroban,mainnet,$79/mo,null,null,null,null,null,null,null,null,FALSE,FALSE,"[""GraphQL""]","[""Custom limits""]","[""DDoS Protection"",""IP Protection""]","[""Usage analytics"",""Custom dashboards""]","[""Global""]","[""Custom Indexing"",""Real-time Data"",""Dashboards""]",null,
mercury-testnet-enterprise-indexer,Mercury,,"[""[Buy](https://docs.mercurydata.app/genaral-info/pricing)""]","ZephyrVM, Rust Soroban SDK",Enterprise,Archive,Indexed Data,Soroban,testnet,Custom,null,null,null,null,null,null,null,null,FALSE,FALSE,"[""GraphQL""]","[""Custom limits""]","[""DDoS Protection"",""IP Protection"",""Dedicated infrastructure""]","[""Usage analytics"",""Custom dashboards""]","[""Global""]","[""Custom Indexing"",""Real-time Data"",""Dashboards""]",null,
mercury-testnet-free-indexer,Mercury,,"[""[Docs](https://docs.mercurydata.app/)""]","ZephyrVM, Rust Soroban SDK",Free,Archive,Indexed Data,Soroban,testnet,$0(14 days trial period),$0,null,null,null,null,null,null,null,FALSE,FALSE,"[""GraphQL""]",,"[""DDoS Protection"",""IP Protection""]","[""Usage analytics"",""Custom dashboards""]","[""Global""]","[""Custom Indexing"",""Real-time Data"",""Dashboards""]",null,
mercury-testnet-pay-as-you-go-indexer,Mercury,,"[""[Buy](https://docs.mercurydata.app/genaral-info/pricing)""]","ZephyrVM, Rust Soroban SDK",Pay-as-you-go,Archive,Indexed Data,Soroban,testnet,$79/mo,null,null,null,null,null,null,null,null,FALSE,FALSE,"[""GraphQL""]","[""Custom limits""]","[""DDoS Protection"",""IP Protection""]","[""Usage analytics"",""Custom dashboards""]","[""Global""]","[""Custom Indexing"",""Real-time Data"",""Dashboards""]",null,
nownodes-mainnet-dedicated-recent-state,,!offer:nownodes-dedicated-recent-state,"[""[Website](https://nownodes.io/nodes/stellar-xlm)"",""[Docs](https://nownodes.gitbook.io/xlm-stellar/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
nownodes-mainnet-enterprise-recent-state,,!offer:nownodes-enterprise-recent-state,"[""[Buy](https://nownodes.io/pricing)"",""[Docs](https://nownodes.io/nodes/stellar-xlm)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
nownodes-mainnet-free-recent-state,,!offer:nownodes-free-recent-state,"[""[Website](https://nownodes.io/nodes/stellar-xlm)"",""[Docs](https://nownodes.io/nodes/stellar-xlm)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
nownodes-mainnet-pro-recent-state,,!offer:nownodes-pro-recent-state,"[""[Buy](https://nownodes.io/pricing)"",""[Docs](https://nownodes.io/nodes/stellar-xlm)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
nownodes-mainnet-business-recent-state,,!offer:nownodes-business-recent-state,"[""[Buy](https://nownodes.io/pricing)"",""[Docs](https://nownodes.io/nodes/stellar-xlm)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
onfinality-mainnet-developer-full-archive,,!offer:onfinality-developer-full-archive,"[""[Website](https://onfinality.io/en/networks/stellar)"",""[Docs](https://onfinality.io/en/networks/stellar)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
onfinality-mainnet-growth-full-archive,,!offer:onfinality-growth-full-archive,"[""[Buy](https://onfinality.io/en/pricing)"",""[Docs](https://onfinality.io/en/networks/stellar)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
onfinality-mainnet-accelerate-full-archive,,!offer:onfinality-accelerate-full-archive,"[""[Buy](https://onfinality.io/en/pricing)"",""[Docs](https://onfinality.io/en/networks/stellar)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
subquery-mainnet-pay-as-you-go-indexer,,!offer:subquery-pay-as-you-go-indexer,"[""[Buy](https://subquery.network/doc/subquery_network/node_operators/rewards.html#pricing-strategy)"",""[Docs](https://subquery.network/doc/indexer/quickstart/quickstart_chains/stellar.html#stellar-soroban-combined-quick-start)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
thegraph-mainnet-free-indexer,,!offer:thegraph-free-indexer,"[""[Website](https://thegraph.com/subgraphs/)"",""[Docs](https://thegraph.com/docs/en/supported-networks/stellar/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
thegraph-mainnet-pay-as-you-go-indexer,,!offer:thegraph-pay-as-you-go-indexer,"[""[Buy](https://thegraph.com/studio-pricing/)"",""[Docs](https://thegraph.com/docs/en/supported-networks/stellar/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
gateway-fm-mainnet-free-recent-state,Gateway.fm,,"[""[Website](https://gateway.fm/rpc/)""]",,Free,Pruned,RPC,EVM JSON-RPC,mainnet,$0,$0,NULL,NULL,NULL,,,,,FALSE,TRUE,"[""eth_* methods""]","[""130M req/mo"",""50 rps""]","[""Zero-Trust Architecture"",""End-to-End Encryption"",""Continuous Monitoring"",""DDoS Protection & API Rate Limiting""]","[""Real-time Monitoring"",""Performance Metrics"",""Uptime and Reliability"",""Throughput Monitoring""]","[""Global""]","[""High Performance and Scalability"",""Flexible Database Configuration"",""Custom Middleware for Complex Calculations"",""Developer-Friendly APIs""]",null,
gateway-fm-mainnet-public-recent-state,Gateway.fm,,"[""[Website](https://gateway.fm/rpc/)""]",,Public,Pruned,RPC,EVM JSON-RPC,mainnet,Custom,Custom,NULL,NULL,NULL,,,,,FALSE,TRUE,"[""eth_* methods""]","[""75M req/mo"",""30 rps""]","[""Zero-Trust Architecture"",""End-to-End Encryption"",""Continuous Monitoring"",""DDoS Protection & API Rate Limiting""]","[""Real-time Monitoring"",""Performance Metrics"",""Uptime and Reliability"",""Throughput Monitoring""]","[""Global""]","[""High Performance and Scalability"",""Flexible Database Configuration"",""Custom Middleware for Complex Calculations"",""Developer-Friendly APIs""]",null,
gateway-fm-mainnet-enterprise-recent-state,Gateway.fm,,"[""[Website](https://gateway.fm/rpc/)""]",,Enterprise,Pruned,RPC,EVM JSON-RPC,mainnet,Custom,Custom,NULL,NULL,NULL,99.99%,,,,FALSE,TRUE,"[""eth_* methods""]","[""Custom""]","[""Zero-Trust Architecture"",""End-to-End Encryption"",""Continuous Monitoring"",""DDoS Protection & API Rate Limiting""]","[""Real-time Monitoring"",""Performance Metrics"",""Uptime and Reliability"",""Throughput Monitoring""]","[""Global""]","[""High Performance and Scalability"",""Flexible Database Configuration"",""Custom Middleware for Complex Calculations"",""Developer-Friendly APIs""]",null,
gateway-fm-mainnet-dedicated-recent-state,Gateway.fm,,"[""[Website](https://gateway.fm/rpc/)""]",,Dedicated,Pruned,RPC,EVM JSON-RPC,mainnet,Custom,Custom,NULL,NULL,NULL,99.99%,,,,FALSE,TRUE,"[""eth_* methods""]","[""Custom""]","[""Zero-Trust Architecture"",""End-to-End Encryption"",""Continuous Monitoring"",""DDoS Protection & API Rate Limiting""]","[""Real-time Monitoring"",""Performance Metrics"",""Uptime and Reliability"",""Throughput Monitoring""]","[""Global""]","[""High Performance and Scalability"",""Flexible Database Configuration"",""Custom Middleware for Complex Calculations"",""Developer-Friendly APIs""]",null,
gateway-fm-mainnet-basic,Gateway.fm,,"[""[Website](https://gateway.fm/indexer/)""]",Basic,Basic,Archive,Indexed Data,Custom,mainnet,$2K/mo,,NULL,NULL,NULL,100%,,,24h response,FALSE,FALSE,"[""EVM Smart Contract Event Indexing"",""Real-Time Data Streaming"",""Swagger-Based API""]","[""1K rps""]","[""Zero-Trust Architecture"",""End-to-End Encryption"",""Privacy Protection"",""Enterprise Security Frameworks""]","[""Performance Metrics"",""Uptime and Reliability"",""Real-time Data Streaming"",""Customizable Dashboards""]","[""Global""]","[""High Performance and Scalability"",""Flexible Database Configuration"",""Custom Middleware for Complex Calculations"",""Developer-Friendly APIs""]",null,
gateway-fm-mainnet-pro,Gateway.fm,,"[""[Website](https://gateway.fm/indexer/)""]",Pro,Pro,Archive,Indexed Data,Custom,mainnet,$4K/mo,,NULL,NULL,NULL,100%,,,,FALSE,FALSE,"[""EVM Smart Contract Event Indexing"",""Real-Time Data Streaming"",""Swagger-Based API""]","[""1K rps""]","[""Zero-Trust Architecture"",""End-to-End Encryption"",""Privacy Protection"",""Enterprise Security Frameworks""]","[""Performance Metrics"",""Uptime and Reliability"",""Real-time Data Streaming"",""Customizable Dashboards""]","[""Global""]","[""High Performance and Scalability"",""Flexible Database Configuration"",""Custom Middleware for Complex Calculations"",""Developer-Friendly APIs""]",null,
gateway-fm-mainnet-pro-plus,Gateway.fm,,"[""[Website](https://gateway.fm/indexer/)""]",Pro+,Pro+,Archive,Indexed Data,Custom,mainnet,$1K/mo,,NULL,NULL,NULL,100%,,,,FALSE,FALSE,"[""EVM Smart Contract Event Indexing"",""Real-Time Data Streaming"",""Swagger-Based API""]","[""1K rps""]","[""Zero-Trust Architecture"",""End-to-End Encryption"",""Privacy Protection"",""Enterprise Security Frameworks""]","[""Performance Metrics"",""Uptime and Reliability"",""Real-time Data Streaming"",""Customizable Dashboards""]","[""Global""]","[""High Performance and Scalability"",""Flexible Database Configuration"",""Custom Middleware for Complex Calculations"",""Developer-Friendly APIs""]",null,
gateway-fm-mainnet-enterprise,Gateway.fm,,"[""[Website](https://gateway.fm/indexer/)""]",Enterprise,Enterprise,Archive,Indexed Data,Custom,mainnet,Custom,,NULL,NULL,NULL,100%,,,24h response,FALSE,FALSE,"[""EVM Smart Contract Event Indexing"",""Real-Time Data Streaming"",""Swagger-Based API""]","[""1K rps""]","[""Zero-Trust Architecture"",""End-to-End Encryption"",""Privacy Protection"",""Enterprise Security Frameworks""]","[""Performance Metrics"",""Uptime and Reliability"",""Real-time Data Streaming"",""Customizable Dashboards""]","[""Global""]","[""High Performance and Scalability"",""Flexible Database Configuration"",""Custom Middleware for Complex Calculations"",""Developer-Friendly APIs""]",null,
