slug,provider,actionButtons,planName,planType,historicalData,apiType,technology,chain,accessPrice,queryPrice,verifiedUptime,verifiedLatency,verifiedBlocksBehindAvg,uptimeSla,bandwidthSla,blocksBehindSla,supportSla,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address
nownodes-mainnet-free,!provider:nownodes-free-recent-state,"[""[Website](https://nownodes.io/nodes/stellar-xlm)"",""[Docs](https://nownodes.gitbook.io/xlm-stellar/)""]",,,,,,mainnet,,,,,,,,,,,,"[""horizon"",""soroban-rpc""]",,,,,,
nownodes-mainnet-pay-as-you-go,!provider:nownodes-pay-as-you-go-recent-state,"[""[Buy](https://nownodes.io/pricing)"",""[Docs](https://nownodes.gitbook.io/xlm-stellar/)""]",,,,,,mainnet,,,,,,,,,,,,"[""horizon"",""soroban-rpc""]",,,,,,
nownodes-testnet-free,!provider:nownodes-free-recent-state,"[""[Website](https://nownodes.io/nodes/stellar-xlm)"",""[Docs](https://nownodes.gitbook.io/xlm-stellar/)""]",,,,,,testnet,,,,,,,,,,,,"[""horizon"",""soroban-rpc""]",,,,,,
nownodes-testnet-pay-as-you-go,!provider:nownodes-pay-as-you-go-recent-state,"[""[Buy](https://nownodes.io/pricing)"",""[Docs](https://nownodes.gitbook.io/xlm-stellar/)""]",,,,,,testnet,,,,,,,,,,,,"[""horizon"",""soroban-rpc""]",,,,,,
onfinality-mainnet-enterprise-indexer,!provider:onfinality-enterprise-indexer,"[""[Contact](https://indexing.onfinality.io/pricing)"",""[Docs](https://documentation.onfinality.io/support/pricing)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
onfinality-mainnet-free-indexer,!provider:onfinality-free-indexer,"[""[Website](https://onfinality.io/en/networks/stellar)"",""[Docs](https://documentation.onfinality.io/support/publishing-your-subgraph-project)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
onfinality-mainnet-pay-as-you-go-indexer,!provider:onfinality-pay-as-you-go-indexer,"[""[Buy](https://indexing.onfinality.io/pricing)"",""[Docs](https://documentation.onfinality.io/support/pricing)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
quicknode-mainnet-enterprise,!provider:quicknode-enterprise-recent-state,"[""[Contact](https://www.quicknode.com/contact-us?inquiry_topic=Enterprise%20Plan%20Upgrade)"",""[Docs](https://www.quicknode.com/docs/stellar)""]",,,,,,mainnet,,,,,,,,,,,,"[""horizon""]",,,,,,
quicknode-mainnet-pay-as-you-go-recent-state,!provider:quicknode-pay-as-you-go-recent-state,"[""[Buy](https://www.quicknode.com/pricing)"",""[Docs](https://www.quicknode.com/docs/stellar)""]",,,,,,mainnet,,,,,,,,,,,,"[""horizon""]",,,,,,
quicknode-testnet-enterprise,!provider:quicknode-enterprise-recent-state,"[""[Contact](https://www.quicknode.com/contact-us?inquiry_topic=Enterprise%20Plan%20Upgrade)"",""[Docs](https://www.quicknode.com/docs/stellar)""]",,,,,,testnet,,,,,,,,,,,,"[""horizon""]",,,,,,
quicknode-testnet-pay-as-you-go-recent-state,!provider:quicknode-pay-as-you-go-recent-state,"[""[Buy](https://www.quicknode.com/pricing)"",""[Docs](https://www.quicknode.com/docs/stellar)""]",,,,,,testnet,,,,,,,,,,,,"[""horizon""]",,,,,,
subquery-mainnet-pay-as-you-go-indexer,!provider:subquery-pay-as-you-go-indexer,"[""[Buy](https://subquery.network/doc/subquery_network/node_operators/rewards.html#pricing-strategy)"",""[Docs](https://subquery.network/doc/indexer/quickstart/quickstart_chains/stellar.html#stellar-soroban-combined-quick-start)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
thegraph-mainnet-enterprise-indexer,!provider:thegraph-enterprise-indexer,"[""[Contact](https://thegraph.com/studio-pricing/)"",""[Docs](https://thegraph.com/docs/en/supported-networks/stellar/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
thegraph-mainnet-free-indexer,!provider:thegraph-free-indexer,"[""[Website](https://thegraph.com/subgraphs/)"",""[Docs](https://thegraph.com/docs/en/supported-networks/stellar/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
thegraph-mainnet-pay-as-you-go-indexer,!provider:thegraph-pay-as-you-go-indexer,"[""[Buy](https://thegraph.com/studio-pricing/)"",""[Docs](https://thegraph.com/docs/en/supported-networks/stellar/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
ankr-mainnet-freemium-full-archive,!provider:ankr-freemium-full-archive,,,,,,,mainnet,,,,,,,,,,,,,,,,,,
ankr-mainnet-premium-pay-as-you-go-full-archive,!provider:ankr-premium-pay-as-you-go-full-archive,,,,,,,mainnet,,,,,,,,,,,,,,,,,,
ankr-mainnet-premium-deal-full-archive,!provider:ankr-premium-deal-full-archive,,,,,,,mainnet,,,,,,,,,,,,,,,,,,
ankr-mainnet-enterprise-full-archive,!provider:ankr-enterprise-full-archive,,,,,,,mainnet,,,,,,,,,,,,,,,,,,
ankr-mainnet-freemium-recent-state,!provider:ankr-freemium-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,
ankr-mainnet-premium-pay-as-you-go-recent-state,!provider:ankr-premium-pay-as-you-go-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,
ankr-mainnet-premium-deal-recent-state,!provider:ankr-premium-deal-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,
ankr-mainnet-enterprise-recent-state,!provider:ankr-enterprise-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,
ankr-testnet-freemium-full-archive,!provider:ankr-freemium-full-archive,,,,,,,testnet,,,,,,,,,,,,,,,,,,
ankr-testnet-premium-pay-as-you-go-full-archive,!provider:ankr-premium-pay-as-you-go-full-archive,,,,,,,testnet,,,,,,,,,,,,,,,,,,
ankr-testnet-premium-deal-full-archive,!provider:ankr-premium-deal-full-archive,,,,,,,testnet,,,,,,,,,,,,,,,,,,
ankr-testnet-enterprise-full-archive,!provider:ankr-enterprise-full-archive,,,,,,,testnet,,,,,,,,,,,,,,,,,,
ankr-testnet-freemium-recent-state,!provider:ankr-freemium-recent-state,,,,,,,testnet,,,,,,,,,,,,,,,,,,
ankr-testnet-premium-pay-as-you-go-recent-state,!provider:ankr-premium-pay-as-you-go-recent-state,,,,,,,testnet,,,,,,,,,,,,,,,,,,
ankr-testnet-premium-deal-recent-state,!provider:ankr-premium-deal-recent-state,,,,,,,testnet,,,,,,,,,,,,,,,,,,
ankr-testnet-enterprise-recent-state,!provider:ankr-enterprise-recent-state,,,,,,,testnet,,,,,,,,,,,,,,,,,,
ankr-mainnet-freemium-advanced-api,!provider:ankr-freemium-advanced-api,,,,,,,mainnet,,,,,,,,,,,,,,,,,,
ankr-mainnet-premium-pay-as-you-go-advanced-api,!provider:ankr-premium-pay-as-you-go-advanced-api,,,,,,,mainnet,,,,,,,,,,,,,,,,,,
ankr-mainnet-premium-deal-advanced-api,!provider:ankr-premium-deal-advanced-api,,,,,,,mainnet,,,,,,,,,,,,,,,,,,
ankr-mainnet-enterprise-advanced-api,!provider:ankr-enterprise-advanced-api,,,,,,,mainnet,,,,,,,,,,,,,,,,,,
ankr-testnet-freemium-advanced-api,!provider:ankr-freemium-advanced-api,,,,,,,testnet,,,,,,,,,,,,,,,,,,
ankr-testnet-premium-pay-as-you-go-advanced-api,!provider:ankr-premium-pay-as-you-go-advanced-api,,,,,,,testnet,,,,,,,,,,,,,,,,,,
ankr-testnet-premium-deal-advanced-api,!provider:ankr-premium-deal-advanced-api,,,,,,,testnet,,,,,,,,,,,,,,,,,,
ankr-testnet-enterprise-advanced-api,!provider:ankr-enterprise-advanced-api,,,,,,,testnet,,,,,,,,,,,,,,,,,,
