slug,provider,actionButtons,openSource,supportedPlatforms,custodial,mfa,msig,hardware,keyExport,native,evm,tendermint,tokensSupport,staking,price,support,audit,languages,starred
zebpay,ZebPay,"[""[Website](https://zebpay.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""INR""]",TRUE,$0,"[""helpdesk""]",,"[""EN""]",FALSE
coinswitch-kuber,CoinSwitch Kuber,"[""[Website](https://coinswitch.co/) ""]",FALSE,"[""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""INR""]",FALSE,$0,"[""email""]",,"[""EN""]",FALSE
unocoin,Unocoin,"[""[Website](https://www.unocoin.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""INR""]",TRUE,$0,"[""email""]",,"[""EN""]",FALSE
giottus,Giottus,"[""[Website](https://www.giottus.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""INR""]",TRUE,$0,"[""chat""]",,"[""EN""]",FALSE
bitbns,Bitbns,"[""[Website](https://bitbns.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""INR""]",TRUE,$0,"[""chat""]",,"[""EN""]",FALSE
korbit,Korbit,"[""[Website](https://www.korbit.co.kr/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""KRW""]",TRUE,$0,"[""email""]",,"[""KO""]",FALSE
coinone,Coinone,"[""[Website](https://coinone.co.kr/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""KRW""]",TRUE,$0,"[""chat""]",,"[""KO""]",FALSE
gopax,Gopax,"[""[Website](https://www.gopax.co.kr/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""KRW""]",FALSE,$0,"[""email""]",,"[""KO""]",FALSE
mercado-bitcoin,Mercado Bitcoin,"[""[Website](https://www.mercadobitcoin.com.br/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""BRL""]",FALSE,$0,"[""email""]",,"[""PT""]",FALSE
foxbit,Foxbit,"[""[Website](https://foxbit.com.br/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""BRL""]",FALSE,$0,"[""email""]",,"[""PT""]",FALSE
bitso,Bitso,"[""[Website](https://bitso.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""MXN"",""ARS"",""BRL""]",TRUE,$0,"[""chat""]","[""Regulated""]","[""ES"",""EN"",""PT""]",FALSE
ripio,Ripio,"[""[Website](https://www.ripio.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""ARS"",""BRL""]",TRUE,$0,"[""email""]",,"[""ES"",""PT""]",FALSE
buenbit,Buenbit,"[""[Website](https://buenbit.com/) ""]",FALSE,"[""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""DAI""]",TRUE,$0,"[""chat""]",,"[""ES""]",FALSE
lemon-cash,Lemon Cash,"[""[Website](https://lemon.me/) ""]",FALSE,"[""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH""]",TRUE,$0,"[""chat""]",,"[""ES""]",FALSE
buda,Buda,"[""[Website](https://www.buda.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""CLP"",""COP"",""PEN""]",FALSE,$0,"[""email""]",,"[""ES""]",FALSE
lbank,LBank,"[""[Website](https://www.lbank.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""ERC-20""]",TRUE,$0,"[""chat""]",,"[""EN"",""ZH""]",FALSE
coinex,CoinEx,"[""[Website](https://www.coinex.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""BCH"",""CET""]",TRUE,$0,"[""email""]","[""Proof of Reserves""]","[""EN"",""ZH"",""RU"",""ES""]",FALSE
ascendex,AscendEX,"[""[Website](https://ascendex.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""ERC-20""]",TRUE,$0,"[""email""]",,"[""EN"",""ZH""]",FALSE
probit-global,ProBit Global,"[""[Website](https://www.probit.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""ERC-20""]",TRUE,$0,"[""email""]",,"[""EN"",""KO"",""ZH""]",FALSE
latoken,Latoken,"[""[Website](https://latoken.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""ERC-20""]",TRUE,$0,"[""email""]",,"[""EN""]",FALSE
digifinex,DigiFinex,"[""[Website](https://www.digifinex.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""ERC-20""]",TRUE,$0,"[""email""]","[""Merkle Proof""]","[""EN"",""ZH""]",FALSE
bitmart,BitMart,"[""[Website](https://www.bitmart.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""ERC-20""]",TRUE,$0,"[""chat""]",,"[""EN"",""ZH""]",FALSE
poloniex,Poloniex,"[""[Website](https://poloniex.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""TRX"",""ERC-20""]",TRUE,$0,"[""helpdesk""]",,"[""EN"",""ZH""]",FALSE
changelly,Changelly,"[""[Website](https://changelly.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""ERC-20""]",FALSE,$0,"[""chat""]",,"[""EN""]",FALSE
shapeshift,ShapeShift,"[""[Website](https://shapeshift.com/) ""]",TRUE,"[""Web"",""iOS"",""Android""]",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""ERC-20""]",FALSE,$0,"[""discord""]",,"[""EN""]",FALSE
coinjar,CoinJar,"[""[Website](https://www.coinjar.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""ERC-20""]",FALSE,$0,"[""email""]",,"[""EN""]",FALSE
coinspot,CoinSpot,"[""[Website](https://www.coinspot.com.au/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""AUD""]",TRUE,$0,"[""chat""]","[""Regulated""]","[""EN""]",FALSE
swyftx,Swyftx,"[""[Website](https://swyftx.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""AUD""]",TRUE,$0,"[""chat""]","[""Regulated""]","[""EN""]",FALSE
independent-reserve,Independent Reserve,"[""[Website](https://www.independentreserve.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""AUD"",""SGD""]",FALSE,$0,"[""helpdesk""]","[""KPMG Audit""]","[""EN""]",FALSE
btc-markets,BTC Markets,"[""[Website](https://www.btcmarkets.net/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""AUD""]",TRUE,$0,"[""email""]","[""Regulated""]","[""EN""]",FALSE
phemex,Phemex,"[""[Website](https://phemex.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""ERC-20""]",TRUE,$0,"[""chat""]","[""Merkle Proof""]","[""EN"",""ZH"",""RU"",""JA""]",FALSE
bingx,BingX,"[""[Website](https://bingx.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""ERC-20""]",TRUE,$0,"[""chat""]","[""Proof of Reserves""]","[""EN"",""ZH"",""ES"",""VI""]",FALSE
bitrue,Bitrue,"[""[Website](https://www.bitrue.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""XRP""]",TRUE,$0,"[""email""]",,"[""EN""]",FALSE
xt-com,XT.com,"[""[Website](https://www.xt.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""ERC-20""]",TRUE,$0,"[""chat""]",,"[""EN"",""ZH""]",FALSE
deepcoin,Deepcoin,"[""[Website](https://www.deepcoin.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""ERC-20""]",TRUE,$0,"[""email""]",,"[""EN"",""ZH""]",FALSE
coinw,CoinW,"[""[Website](https://www.coinw.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""ERC-20""]",TRUE,$0,"[""chat""]",,"[""EN"",""ZH""]",FALSE
hotcoin-global,Hotcoin Global,"[""[Website](https://www.hotcoin.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""ERC-20""]",TRUE,$0,"[""email""]",,"[""EN"",""ZH""]",FALSE
bigone,BigONE,"[""[Website](https://bigone.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""ERC-20""]",TRUE,$0,"[""chat""]",,"[""EN"",""ZH""]",FALSE
jubi,Jubi,"[""[Website](https://www.jbex.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""ERC-20""]",TRUE,$0,"[""email""]",,"[""EN"",""ZH""]",FALSE
pionex,Pionex,"[""[Website](https://www.pionex.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""ERC-20""]",TRUE,$0,"[""email""]",,"[""EN"",""ZH""]",FALSE
coinstore,Coinstore,"[""[Website](https://www.coinstore.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""ERC-20""]",TRUE,$0,"[""chat""]",,"[""EN""]",FALSE
biconomy,Biconomy,"[""[Website](https://www.biconomy.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""ERC-20""]",TRUE,$0,"[""chat""]",,"[""EN""]",FALSE
tapbit,Tapbit,"[""[Website](https://www.tapbit.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""ERC-20""]",TRUE,$0,"[""email""]",,"[""EN""]",FALSE
weex,WEEX,"[""[Website](https://www.weex.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""ERC-20""]",TRUE,$0,"[""email""]",,"[""EN"",""ZH""]",FALSE
blofin,Blofin,"[""[Website](https://blofin.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""ERC-20""]",TRUE,$0,"[""email""]",,"[""EN""]",FALSE
flipster,Flipster,"[""[Website](https://flipster.io/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""ERC-20""]",FALSE,$0,"[""chat""]",,"[""EN""]",FALSE
toobit,Toobit,"[""[Website](https://www.toobit.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""ERC-20""]",TRUE,$0,"[""email""]",,"[""EN"",""ZH"",""RU"",""TR""]",FALSE
hibt,Hibt,"[""[Website](https://hibt.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""ERC-20""]",FALSE,$0,"[""email""]",,"[""EN""]",FALSE
orangex,OrangeX,"[""[Website](https://www.orangex.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""ERC-20""]",TRUE,$0,"[""email""]",,"[""EN""]",FALSE
ourbit,Ourbit,"[""[Website](https://ourbit.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""ERC-20""]",TRUE,$0,"[""email""]",,"[""EN""]",FALSE
fameex,FameEX,"[""[Website](https://www.fameex.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""ERC-20""]",TRUE,$0,"[""chat""]",,"[""EN"",""ZH""]",FALSE
4e,4E,"[""[Website](https://www.eeee.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""ERC-20""]",TRUE,$0,"[""chat""]",,"[""EN""]",FALSE
kcex,KCEX,"[""[Website](https://www.kcex.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""ERC-20""]",TRUE,$0,"[""email""]",,"[""EN""]",FALSE
doex,DOEX,"[""[Website](https://www.doex.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""ERC-20""]",TRUE,$0,"[""email""]",,"[""EN""]",FALSE
bydfi,BYDFi,"[""[Website](https://www.bydfi.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""ERC-20""]",TRUE,$0,"[""chat""]",,"[""EN""]",FALSE
zoomex,Zoomex,"[""[Website](https://www.zoomex.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""ERC-20""]",FALSE,$0,"[""helpdesk""]",,"[""EN"",""KO"",""JA""]",FALSE
bitdelta,BitDelta,"[""[Website](https://bitdelta.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""ERC-20""]",TRUE,$0,"[""email""]",,"[""EN""]",FALSE
biking,BiKing,"[""[Website](https://www.bikingex.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""ERC-20""]",TRUE,$0,"[""email""]",,"[""EN""]",FALSE
weex,WEEX,"[""[Website](https://www.weex.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""ERC-20""]",TRUE,$0,"[""email""]",,"[""EN""]",FALSE
koinbx,KoinBX,"[""[Website](https://www.koinbx.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""INR""]",TRUE,$0,"[""chat""]",,"[""EN""]",FALSE
bit2me,Bit2Me,"[""[Website](https://bit2me.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""EUR""]",TRUE,$0,"[""chat""]","[""Regulated""]","[""ES"",""EN"",""PT""]",FALSE
young-platform,Young Platform,"[""[Website](https://youngplatform.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""EUR""]",TRUE,$0,"[""email""]","[""Regulated""]","[""IT"",""EN"",""FR""]",FALSE
coinmate,Coinmate,"[""[Website](https://coinmate.io/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""CZK"",""EUR""]",FALSE,$0,"[""email""]",,"[""EN"",""CS""]",FALSE
tradeogre,TradeOgre,"[""[Website](https://tradeogre.com/) ""]",FALSE,"[""Web""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""XMR"",""LTC""]",FALSE,$0,"[""twitter""]",,"[""EN""]",FALSE
xeggex,XeggeX,"[""[Website](https://xeggex.com/) ""]",FALSE,"[""Web"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""ERC-20""]",TRUE,$0,"[""discord""]",,"[""EN""]",FALSE
nonkyc-io,NonKYC.io,"[""[Website](https://nonkyc.io/) ""]",FALSE,"[""Web""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""ERC-20""]",FALSE,$0,"[""discord""]",,"[""EN""]",FALSE
safetrade,SafeTrade,"[""[Website](https://safe.trade/) ""]",FALSE,"[""Web""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""SAFE""]",FALSE,$0,"[""email""]",,"[""EN""]",FALSE
graviex,Graviex,"[""[Website](https://graviex.net/) ""]",FALSE,"[""Web"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""GIO""]",FALSE,$0,"[""discord""]",,"[""EN"",""RU""]",FALSE
southxchange,SouthXchange,"[""[Website](https://www.southxchange.com/) ""]",FALSE,"[""Web""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""LTC""]",FALSE,$0,"[""email""]",,"[""EN"",""ES""]",FALSE
freiexchange,FreiExchange,"[""[Website](https://freiexchange.com/) ""]",FALSE,"[""Web""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""LTC""]",FALSE,$0,"[""email""]",,"[""EN""]",FALSE
birake,Birake,"[""[Website](https://birake.com/) ""]",FALSE,"[""Web""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""BIR""]",TRUE,$0,"[""discord""]",,"[""EN""]",FALSE
stakecube,StakeCube,"[""[Website](https://stakecube.net/) ""]",FALSE,"[""Web""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""SCC""]",TRUE,$0,"[""discord""]",,"[""EN""]",FALSE
finexbox,Finexbox,"[""[Website](https://www.finexbox.com/) ""]",FALSE,"[""Web""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH""]",FALSE,$0,"[""email""]",,"[""EN"",""ZH""]",FALSE
localcoinswap,LocalCoinSwap,"[""[Website](https://localcoinswap.com/) ""]",FALSE,"[""Web""]",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""DASH""]",FALSE,$0,"[""helpdesk""]",,"[""EN""]",FALSE
haveno,Haveno,"[""[Website](https://haveno.exchange/) ""]",TRUE,"[""Desktop""]",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"[""XMR"",""BTC"",""ETH""]",FALSE,$0,"[""github""]",,"[""EN""]",FALSE
thorchain,ThorChain,"[""[Website](https://thorchain.org/) ""]",TRUE,"[""Web""]",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,"[""RUNE"",""BTC"",""ETH""]",TRUE,$0,"[""discord""]","[""CertiK""]","[""EN""]",FALSE
maya-protocol,Maya Protocol,"[""[Website](https://www.mayaprotocol.com/) ""]",TRUE,"[""Web""]",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,"[""CACAO"",""BTC"",""ETH""]",TRUE,$0,"[""discord""]","[""Halborn""]","[""EN""]",FALSE
coingate,CoinGate,"[""[Website](https://coingate.com/) ""]",FALSE,"[""Web"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""LTC""]",FALSE,$0,"[""email""]",,"[""EN""]",FALSE
spectrocoin,SpectroCoin,"[""[Website](https://spectrocoin.com/) ""]",FALSE,"[""Web"",""iOS"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""EUR""]",FALSE,$0,"[""chat""]",,"[""EN""]",FALSE
bilaxy,Bilaxy,"[""[Website](https://bilaxy.com/) ""]",FALSE,"[""Web"",""Android""]",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""BTC"",""ETH"",""ERC-20""]",FALSE,$0,"[""email""]",,"[""EN""]",FALSE
bitget-wallet,Bitget Wallet,"[""[Website](https://web3.bitget.com/)""]",FALSE,"[""iOS"",""Android"",""Extension""]",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"[""ERC-20"",""BEP-20"",""TRC-20""]",TRUE,$0,"[""email"",""telegram""]","[""audit by third parties""]","[""EN""]",FALSE
ellipal,Ellipal,"[""[Website](https://www.ellipal.com/)""]",FALSE,"[""Hardware"",""iOS"",""Android""]",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,"[""ERC-20"",""BEP-20""]",FALSE,Paid,"[""email""]","[""not availale""]","[""EN""]",FALSE
keystone-3-pro,Keystone 3 Pro,"[""[Website](https://keyst.one/)""]",TRUE,"[""Hardware""]",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,"[""ERC-20"",""BEP-20""]",FALSE,Paid,"[""email""]","[""audit by third parties""]","[""EN""]",FALSE
cypherock-x1,Cypherock X1,"[""[Website](https://www.cypherock.com/)""]",TRUE,"[""Hardware""]",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,"[""ERC-20"",""BEP-20""]",FALSE,Paid,"[""email""]","[""audit by third parties""]","[""EN""]",FALSE
ambire-wallet,Ambire Wallet,"[""[Website](https://www.ambire.com/)""]",TRUE,"[""Web"",""iOS"",""Android""]",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"[""ERC-20"",""BEP-20""]",TRUE,$0,"[""email"",""discord""]","[""audit by third parties""]","[""EN""]",FALSE
brave-wallet,Brave Wallet,"[""[Website](https://brave.com/wallet/)""]",TRUE,"[""Browser Extension"",""iOS"",""Android""]",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"[""ERC-20"",""BEP-20"",""SPL""]",FALSE,$0,"[""email""]","[""audit by third parties""]","[""EN""]",FALSE
enkrypt,Enkrypt,"[""[Website](https://www.enkrypt.com/)""]",TRUE,"[""Browser Extension""]",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"[""ERC-20"",""BEP-20"",""DOT""]",FALSE,$0,"[""discord""]","[""not availale""]","[""EN""]",FALSE
foxwallet,FoxWallet,"[""[Website](https://foxwallet.com/)""]",FALSE,"[""iOS"",""Android""]",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"[""ERC-20"",""BEP-20""]",FALSE,$0,"[""email"",""discord""]","[""audit by third parties""]","[""EN""]",FALSE
crypto-com,Crypto.com Wallet,"[""[Website](https://crypto.com/)""]",FALSE,"[""iOS"",""Android"",""Extension""]",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"[""ERC-20"",""BEP-20"",""CRO""]",TRUE,$0,"[""email"",""chat""]","[""audit by third parties""]","[""EN""]",FALSE
onto-wallet,ONTO Wallet,"[""[Website](https://onto.app/)""]",FALSE,"[""iOS"",""Android"",""Browser Extension""]",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"[""ERC-20"",""BEP-20"",""ONT""]",TRUE,$0,"[""email""]","[""not availale""]","[""EN""]",FALSE
safe-gnosis,Safe (Gnosis),"[""[Website](https://app.safe.global/)""]",TRUE,"[""Web""]",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"[""ERC-20"",""BEP-20""]",FALSE,$0,"[""discord"",""helpdesk""]","[""audit by third parties""]","[""EN""]",FALSE
