slug,provider,actionButtons,planName,planType,historicalData,apiType,technology,chain,accessPrice,queryPrice,verifiedUptime,verifiedLatency,verifiedBlocksBehindAvg,uptimeSla,bandwidthSla,blocksBehindSla,supportSla,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address
alchemy-one-enterprise-full-archive,!provider:alchemy-enterprise-full-archive,"[""[Contact](https://www.alchemy.com/contact-sales)"",""[Docs](https://www.alchemy.com/docs/reference/arbitrum-api-quickstart)""]",,Enterprise,Archive,RPC,EVM JSON-RPC,one,Custom,Custom pricing,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,FALSE,"[""eth"",""web3"",""net"",""debug"",""trace"",""nft"",""transfer"",""tokens"",""node""]","[""custom limits""]","[""TX simulation"",""DDoS Protection"",""IP Protection"",""Dedicated infrastructure""]","[""Usage analytics"",""Advanced analytics"",""Custom dashboards"",""Engineering support""]","[""Global""]",,
alchemy-one-enterprise-indexer,!provider:alchemy-enterprise-indexer,"[""[Contact](https://www.alchemy.com/contact-sales-platinum)"",""[Docs](https://www.alchemy.com/docs/reference/arbitrum-api-quickstart)""]",,Enterprise,Archive,Indexed Data,The Graph,one,Custom,Custom pricing & SLAs,NULL,NULL,NULL,,,,,FALSE,FALSE,"[""GraphQL"",""REST API""]","[""Unlimited subgraph deployments"",""Custom limits""]","[""Secure API keys"",""Encrypted endpoints""]","[""Real-time logging & usage stats""]","[""Global""]","[""Unlimited throughput"",""Unlimited apps & webhooks"",""<2m response time VIP support"",""SLA""]",null
alchemy-one-enterprise-recent-state,!provider:alchemy-enterprise-recent-state,"[""[Contact](https://www.alchemy.com/contact-sales)"",""[Docs](https://www.alchemy.com/docs/reference/arbitrum-api-quickstart)""]",,Enterprise,Pruned,RPC,EVM JSON-RPC,one,Custom,Custom pricing,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,FALSE,"[""eth"",""web3"",""net"",""debug"",""trace"",""nft"",""transfer"",""tokens"",""node""]","[""custom limits""]","[""TX simulation"",""DDoS Protection"",""IP Protection"",""Dedicated infrastructure""]","[""Usage analytics"",""Advanced analytics"",""Custom dashboards"",""Engineering support""]","[""Global""]",,
alchemy-one-free-full-archive,!provider:alchemy-free-full-archive,"[""[Website](https://www.alchemy.com/arbitrum)"",""[Docs](https://www.alchemy.com/docs/reference/arbitrum-api-quickstart)""]",,Free,Archive,RPC,EVM JSON-RPC,one,$0,$0/1M request,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""eth"",""web3"",""net"",""debug"",""trace"",""nft"",""transfer"",""tokens"",""node""]","[""25 reqs/sec"",""30M CU/mo""]","[""TX simulation"",""DDoS Protection"",""IP Protection""]","[""Basic monitoring"",""Usage analytics""]","[""Global""]",,
alchemy-one-free-indexer,!provider:alchemy-free-indexer,"[""[Website](https://www.alchemy.com/arbitrum)"",""[Docs](https://www.alchemy.com/docs/reference/arbitrum-api-quickstart)""]",,Free,Archive,Indexed Data,The Graph,one,$0,$0,NULL,NULL,NULL,,,,,FALSE,FALSE,"[""GraphQL"",""REST API""]","[""2 subgraph deployments"",""200K queries"",""throughput 5 queries/s"",""stored entities 100K""]","[""Secure API keys"",""Encrypted endpoints""]","[""Real-time logging & usage stats""]","[""Global""]","[""Discord support""]",null
alchemy-one-free-recent-state,!provider:alchemy-free-recent-state,"[""[Website](https://www.alchemy.com/arbitrum)"",""[Docs](https://www.alchemy.com/docs/reference/arbitrum-api-quickstart)""]",,Free,Pruned,RPC,EVM JSON-RPC,one,$0,$0/1M request,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""eth"",""web3"",""net"",""debug"",""trace"",""nft"",""transfer"",""tokens"",""node""]","[""25 reqs/sec"",""30M CU/mo""]","[""TX simulation"",""DDoS Protection"",""IP Protection""]","[""Basic monitoring"",""Usage analytics""]","[""Global""]",,
alchemy-one-pay-as-you-go-full-archive,!provider:alchemy-pay-as-you-go-full-archive,"[""[Buy](https://www.alchemy.com/pricing)"",""[Docs](https://www.alchemy.com/docs/reference/arbitrum-api-quickstart)""]",,Pay-as-you-go,Archive,RPC,EVM JSON-RPC,one,$5/$45/$215/$415/$815/$2K,$0.40/$0.45/1M CUs,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,FALSE,"[""eth"",""web3"",""net"",""debug"",""trace"",""nft"",""transfer"",""tokens"",""node""]","[""300 req/sec""]","[""TX simulation"",""DDoS Protection"",""IP Protection"",""SAML SSO""]","[""Usage analytics"",""Custom alerts"",""Reporting"",""Custom monitoring"",""Advanced analytics""]","[""Global""]",,
alchemy-one-pay-as-you-go-indexer,!provider:alchemy-pay-as-you-go-indexer,"[""[Buy](https://www.alchemy.com/pricing)"",""[Docs](https://www.alchemy.com/docs/reference/arbitrum-api-quickstart)""]",,Tiered,Archive,Indexed Data,The Graph,one,$5/$45/$215/$415/$815/$2K,"$20/1M queries, $25/1M entities",NULL,NULL,NULL,,,,,FALSE,FALSE,"[""GraphQL"",""REST API""]","[""30 subgraph deployments"",""throughput 30 queries/s""]","[""Secure API keys"",""Encrypted endpoints""]","[""Real-time logging & usage stats""]","[""Global""]","[""Priority support""]",null
alchemy-one-pay-as-you-go-recent-state,!provider:alchemy-pay-as-you-go-recent-state,"[""[Buy](https://www.alchemy.com/pricing)"",""[Docs](https://www.alchemy.com/docs/reference/arbitrum-api-quickstart)""]",,Pay-as-you-go,Pruned,RPC,EVM JSON-RPC,one,$5/$45/$215/$415/$815/$2K,$0.40/$0.45/1M CUs,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,FALSE,"[""eth"",""web3"",""net"",""debug"",""trace"",""nft"",""transfer"",""tokens"",""node""]","[""300 req/sec""]","[""TX simulation"",""DDoS Protection"",""IP Protection"",""SAML SSO""]","[""Usage analytics"",""Custom alerts"",""Reporting"",""Custom monitoring"",""Advanced analytics""]","[""Global""]",,
alchemy-sepolia-enterprise-full-archive,!provider:alchemy-enterprise-full-archive,"[""[Contact](https://www.alchemy.com/contact-sales)"",""[Docs](https://www.alchemy.com/docs/reference/arbitrum-api-quickstart)""]",,Enterprise,Archive,RPC,EVM JSON-RPC,sepolia,Custom,Custom pricing,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,FALSE,"[""eth"",""web3"",""net"",""debug"",""trace"",""nft"",""transfer"",""tokens"",""node""]","[""custom limits""]","[""TX simulation"",""DDoS Protection"",""IP Protection"",""Dedicated infrastructure""]","[""Usage analytics"",""Advanced analytics"",""Custom dashboards"",""Engineering support""]","[""Global""]",,
alchemy-sepolia-enterprise-indexer,!provider:alchemy-enterprise-indexer,"[""[Contact](https://www.alchemy.com/contact-sales-platinum)"",""[Docs](https://www.alchemy.com/docs/choosing-a-web3-network#arbitrum-sepolia-testnet)""]",,Enterprise,Archive,Indexed Data,The Graph,sepolia,Custom,Custom pricing & SLAs,NULL,NULL,NULL,,,,,FALSE,FALSE,"[""GraphQL"",""REST API""]","[""Unlimited subgraph deployments"",""Custom limits""]","[""Secure API keys"",""Encrypted endpoints""]","[""Real-time logging & usage stats""]","[""Global""]","[""Unlimited throughput"",""Unlimited apps & webhooks"",""<2m response time VIP support"",""SLA""]",null
alchemy-sepolia-enterprise-recent-state,!provider:alchemy-enterprise-recent-state,"[""[Contact](https://www.alchemy.com/contact-sales)"",""[Docs](https://www.alchemy.com/docs/reference/arbitrum-api-quickstart)""]",,Enterprise,Pruned,RPC,EVM JSON-RPC,sepolia,Custom,Custom pricing,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,FALSE,"[""eth"",""web3"",""net"",""debug"",""trace"",""nft"",""transfer"",""tokens"",""node""]","[""custom limits""]","[""TX simulation"",""DDoS Protection"",""IP Protection"",""Dedicated infrastructure""]","[""Usage analytics"",""Advanced analytics"",""Custom dashboards"",""Engineering support""]","[""Global""]",,
alchemy-sepolia-free-full-archive,!provider:alchemy-free-full-archive,"[""[Website](https://www.alchemy.com/arbitrum)"",""[Docs](https://www.alchemy.com/docs/reference/arbitrum-api-quickstart)""]",,Free,Archive,RPC,EVM JSON-RPC,sepolia,$0,$0/1M request,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""eth"",""web3"",""net"",""debug"",""trace"",""nft"",""transfer"",""tokens"",""node""]","[""25 reqs/sec"",""30M CU/mo""]","[""TX simulation"",""DDoS Protection"",""IP Protection""]","[""Basic monitoring"",""Usage analytics""]","[""Global""]",,
alchemy-sepolia-free-indexer,!provider:alchemy-free-indexer,"[""[Website](https://www.alchemy.com/arbitrum)"",""[Docs](https://www.alchemy.com/docs/choosing-a-web3-network#arbitrum-sepolia-testnet)""]",,Free,Archive,Indexed Data,The Graph,sepolia,$0,$0,NULL,NULL,NULL,,,,,FALSE,FALSE,"[""GraphQL"",""REST API""]","[""2 subgraph deployments"",""200K queries"",""throughput 5 queries/s"",""stored entities 100K""]","[""Secure API keys"",""Encrypted endpoints""]","[""Real-time logging & usage stats""]","[""Global""]","[""Discord support""]",null
alchemy-sepolia-free-recent-state,!provider:alchemy-free-recent-state,"[""[Website](https://www.alchemy.com/arbitrum)"",""[Docs](https://www.alchemy.com/docs/reference/arbitrum-api-quickstart)""]",,Free,Pruned,RPC,EVM JSON-RPC,sepolia,$0,$0/1M request,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""eth"",""web3"",""net"",""debug"",""trace"",""nft"",""transfer"",""tokens"",""node""]","[""25 reqs/sec"",""30M CU/mo""]","[""TX simulation"",""DDoS Protection"",""IP Protection""]","[""Basic monitoring"",""Usage analytics""]","[""Global""]",,
alchemy-sepolia-pay-as-you-go-full-archive,!provider:alchemy-pay-as-you-go-full-archive,"[""[Buy](https://www.alchemy.com/pricing)"",""[Docs](https://www.alchemy.com/docs/reference/arbitrum-api-quickstart)""]",,Pay-as-you-go,Archive,RPC,EVM JSON-RPC,sepolia,$5/$45/$215/$415/$815/$2K,$0.40/$0.45/1M CUs,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,FALSE,"[""eth"",""web3"",""net"",""debug"",""trace"",""nft"",""transfer"",""tokens"",""node""]","[""300 req/sec""]","[""TX simulation"",""DDoS Protection"",""IP Protection"",""SAML SSO""]","[""Usage analytics"",""Custom alerts"",""Reporting"",""Custom monitoring"",""Advanced analytics""]","[""Global""]",,
alchemy-sepolia-pay-as-you-go-indexer,!provider:alchemy-pay-as-you-go-indexer,"[""[Buy](https://www.alchemy.com/pricing)"",""[Docs](https://www.alchemy.com/docs/choosing-a-web3-network#arbitrum-sepolia-testnet)""]",,Tiered,Archive,Indexed Data,The Graph,sepolia,$5/$45/$215/$415/$815/$2K,"$20/1M queries, $25/1M entities",NULL,NULL,NULL,,,,,FALSE,FALSE,"[""GraphQL"",""REST API""]","[""30 subgraph deployments"",""throughput 30 queries/s""]","[""Secure API keys"",""Encrypted endpoints""]","[""Real-time logging & usage stats""]","[""Global""]","[""Priority support""]",null
alchemy-sepolia-pay-as-you-go-recent-state,!provider:alchemy-pay-as-you-go-recent-state,"[""[Buy](https://www.alchemy.com/pricing)"",""[Docs](https://www.alchemy.com/docs/reference/arbitrum-api-quickstart)""]",,Pay-as-you-go,Pruned,RPC,EVM JSON-RPC,sepolia,$5/$45/$215/$415/$815/$2K,$0.40/$0.45/1M CUs,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,FALSE,"[""eth"",""web3"",""net"",""debug"",""trace"",""nft"",""transfer"",""tokens"",""node""]","[""300 req/sec""]","[""TX simulation"",""DDoS Protection"",""IP Protection"",""SAML SSO""]","[""Usage analytics"",""Custom alerts"",""Reporting"",""Custom monitoring"",""Advanced analytics""]","[""Global""]",,
allthatnode-nova-enterprise-full-archive,!provider:allthatnode-enterprise-full-archive,"[""[Contact](https://www.allthatnode.com/pricing.dsrv)"",""[Docs](https://docs.allthatnode.com/docs/welcome-to-all-that-node)""]",,Enterprise,Archive,RPC,EVM JSON-RPC,nova,Custom,Custom pricing,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,FALSE,"[""eth"",""net"",""web3"",""debug"",""trace"",""websocket""]","[""custom limits"",""unlimited throughput limit""]","[""IP Whitelisting"",""JWT Authentication"",""Smart Contract Address Restrictions"",""Front-Running Protection"",""Comprehensive Analytics Dashboard""]","[""Advanced analytics"",""Custom dashboards"",""Engineering support""]","[""Global""]",,
allthatnode-nova-free-full-archive,!provider:allthatnode-free-full-archive,"[""[Website](https://www.allthatnode.com/protocol/nova.dsrv)"",""[Docs](https://docs.allthatnode.com/docs/welcome-to-all-that-node)""]",,Free,Archive,RPC,EVM JSON-RPC,nova,$0,$0/1M request,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,FALSE,"[""eth"",""web3"",""net""]","[""500K CU/day"",""150 Cups throughput limit""]","[""IP Whitelisting"",""JWT Authentication"",""Smart Contract Address Restrictions"",""Front-Running Protection"",""Comprehensive Analytics Dashboard""]","[""Basic monitoring"",""Usage analytics""]","[""Global""]",,
allthatnode-nova-pay-as-you-go-full-archive,!provider:allthatnode-pay-as-you-go-full-archive,"[""[Buy](https://www.allthatnode.com/pricing.dsrv)"",""[Docs](https://docs.allthatnode.com/docs/welcome-to-all-that-node)""]",,Pay-as-you-go,Archive,RPC,EVM JSON-RPC,nova,"$29/$139/mo, $289/$1389/yearly",$0.58/$0.56 per 1M CUs,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,FALSE,"[""eth"",""net"",""web3"",""debug"",""trace"",""websocket""]","[""2M/10M CU/day"",""500/2K CUps throughput limit""]","[""IP Whitelisting"",""JWT Authentication"",""Smart Contract Address Restrictions"",""Front-Running Protection"",""Comprehensive Analytics Dashboard""]","[""Usage analytics"",""Custom alerts"",""Reporting""]","[""Global""]",,
allthatnode-one-enterprise-full-archive,!provider:allthatnode-enterprise-full-archive,"[""[Contact](https://www.allthatnode.com/pricing.dsrv)"",""[Docs](https://docs.allthatnode.com/docs/welcome-to-all-that-node)""]",,Enterprise,Archive,RPC,EVM JSON-RPC,one,Custom,Custom pricing,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,FALSE,"[""eth"",""net"",""web3"",""debug"",""trace"",""websocket""]","[""custom limits"",""unlimited throughput limit""]","[""IP Whitelisting"",""JWT Authentication"",""Smart Contract Address Restrictions"",""Front-Running Protection"",""Comprehensive Analytics Dashboard""]","[""Advanced analytics"",""Custom dashboards"",""Engineering support""]","[""Global""]",,
allthatnode-one-free-full-archive,!provider:allthatnode-free-full-archive,"[""[Website](https://www.allthatnode.com/protocol/arbitrum.dsrv)"",""[Docs](https://docs.allthatnode.com/docs/welcome-to-all-that-node)""]",,Free,Archive,RPC,EVM JSON-RPC,one,$0,$0/1M request,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,FALSE,"[""eth"",""web3"",""net""]","[""500K CU/day"",""150 Cups throughput limit""]","[""IP Whitelisting"",""JWT Authentication"",""Smart Contract Address Restrictions"",""Front-Running Protection"",""Comprehensive Analytics Dashboard""]","[""Basic monitoring"",""Usage analytics""]","[""Global""]",,
allthatnode-one-pay-as-you-go-full-archive,!provider:allthatnode-pay-as-you-go-full-archive,"[""[Buy](https://www.allthatnode.com/pricing.dsrv)"",""[Docs](https://docs.allthatnode.com/docs/welcome-to-all-that-node)""]",,Pay-as-you-go,Archive,RPC,EVM JSON-RPC,one,"$29/$139/mo, $289/$1389/yearly",$0.58/$0.56 per 1M CUs,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,FALSE,"[""eth"",""net"",""web3"",""debug"",""trace"",""websocket""]","[""2M/10M CU/day"",""500/2K CUps throughput limit""]","[""IP Whitelisting"",""JWT Authentication"",""Smart Contract Address Restrictions"",""Front-Running Protection"",""Comprehensive Analytics Dashboard""]","[""Usage analytics"",""Custom alerts"",""Reporting""]","[""Global""]",,
allthatnode-sepolia-enterprise-full-archive,!provider:allthatnode-enterprise-full-archive,"[""[Contact](https://www.alchemy.com/contact-sales)"",""[Docs](https://www.alchemy.com/docs/reference/arbitrum-api-quickstart)""]",,Enterprise,Archive,RPC,EVM JSON-RPC,sepolia,Custom,Custom pricing,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,FALSE,"[""eth"",""net"",""web3"",""debug"",""trace"",""websocket""]","[""custom limits"",""unlimited throughput limit""]","[""IP Whitelisting"",""JWT Authentication"",""Smart Contract Address Restrictions"",""Front-Running Protection"",""Comprehensive Analytics Dashboard""]","[""Advanced analytics"",""Custom dashboards"",""Engineering support""]","[""Global""]",,
allthatnode-sepolia-free-full-archive,!provider:allthatnode-free-full-archive,"[""[Website](https://www.alchemy.com/arbitrum)"",""[Docs](https://www.alchemy.com/docs/reference/arbitrum-api-quickstart)""]",,Free,Archive,RPC,EVM JSON-RPC,sepolia,$0,$0/1M request,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,FALSE,"[""eth"",""web3"",""net""]","[""500K CU/day"",""150 Cups throughput limit""]","[""IP Whitelisting"",""JWT Authentication"",""Smart Contract Address Restrictions"",""Front-Running Protection"",""Comprehensive Analytics Dashboard""]","[""Basic monitoring"",""Usage analytics""]","[""Global""]",,
allthatnode-sepolia-pay-as-you-go-full-archive,!provider:allthatnode-pay-as-you-go-full-archive,"[""[Buy](https://www.alchemy.com/pricing)"",""[Docs](https://www.alchemy.com/docs/reference/arbitrum-api-quickstart)""]",,Pay-as-you-go,Archive,RPC,EVM JSON-RPC,sepolia,"$29/$139/mo, $289/$1389/yearly",$0.58/$0.56 per 1M CUs,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,FALSE,"[""eth"",""net"",""web3"",""debug"",""trace"",""websocket""]","[""2M/10M CU/day"",""500/2K CUps throughput limit""]","[""IP Whitelisting"",""JWT Authentication"",""Smart Contract Address Restrictions"",""Front-Running Protection"",""Comprehensive Analytics Dashboard""]","[""Usage analytics"",""Custom alerts"",""Reporting""]","[""Global""]",,
ankr-nova-enterprise-full-archive,!provider:ankr-enterprise-full-archive,"[""[Contact](https://meetings-eu1.hubspot.com/arsalan-evini/?uuid=455e1b8b-8336-4969-8777-0296ea21e356)"",""[Docs](https://www.ankr.com/docs/rpc-service/chains/chains-api/arbitrum-nova/)""]",,Enterprise,Archive,RPC,EVM JSON-RPC,nova,Custom,custom,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""Advanced ANKR API"",""[eth](https://www.ankr.com/docs/rpc-service/chains/chains-list/)"",""[debug](https://www.ankr.com/docs/rpc-service/chains/chains-list/)"",""[web3](https://www.ankr.com/docs/rpc-service/chains/chains-list/)""]","[""custom limits""]","[""DDoS Protection"",""IP Protection"",""Domain name protection"",""Custom rate limiting"",""Error tracing""]","[""Usage analytics"",""Custom monitoring"", ""Engineering team support""]","[""Global""]",,
